Codigo;CodTipo;Tipo;coordenadas
593;1;Cajeros Automáticos;-79.162036,-0.249823
594;1;Cajeros Automáticos;-79.16805,-0.238839
595;1;Cajeros Automáticos;-79.169105,-0.253919
596;1;Cajeros Automáticos;-79.162096,-0.248727
597;1;Cajeros Automáticos;-79.185319,-0.254959
598;1;Cajeros Automáticos;-79.161886,-0.249673
599;1;Cajeros Automáticos;-79.171784,-0.251877
600;1;Cajeros Automáticos;-78.651062,-1.670841
601;1;Cajeros Automáticos;-78.655364,-1.668178
602;1;Cajeros Automáticos;-78.656512,-1.667127
603;1;Cajeros Automáticos;-78.645309,-1.607986
604;1;Cajeros Automáticos;-78.64373,-1.671382
605;1;Cajeros Automáticos;-78.653168,-1.669726
606;1;Cajeros Automáticos;-78.650177,-1.673248
607;1;Cajeros Automáticos;-78.64938,-1.672231
608;1;Cajeros Automáticos;-78.614494,-0.934043
609;1;Cajeros Automáticos;-78.620246,-0.925496
610;1;Cajeros Automáticos;-78.627803,-1.263866
611;1;Cajeros Automáticos;-79.956549,-3.259917
612;1;Cajeros Automáticos;-78.62822,-1.265139
613;1;Cajeros Automáticos;-78.627717,-1.264595
614;1;Cajeros Automáticos;-78.588096,-1.043743
615;1;Cajeros Automáticos;-79.002021,-1.591883
616;1;Cajeros Automáticos;-79.002037,-1.594993
617;1;Cajeros Automáticos;-79.181079,-0.258393
618;1;Cajeros Automáticos;-79.176336,-0.252476
619;1;Cajeros Automáticos;-79.169502,-0.253887
620;1;Cajeros Automáticos;-78.663103,-1.661597
621;1;Cajeros Automáticos;-78.624671,-1.228795
622;1;Cajeros Automáticos;-77.999359,-1.485888
623;1;Cajeros Automáticos;-77.812075,-0.999751
624;1;Cajeros Automáticos;-78.543113,-1.329201
625;1;Cajeros Automáticos;-76.986361,-0.471024
626;1;Cajeros Automáticos;-76.986177,-0.471574
627;1;Cajeros Automáticos;-78.921171,-2.289143
628;1;Cajeros Automáticos;-78.624817,-0.926913
629;1;Cajeros Automáticos;-78.624817,-0.926913
630;1;Cajeros Automáticos;-79.002136,-2.898492
631;1;Cajeros Automáticos;-79.007779,-2.895063
632;1;Cajeros Automáticos;-79.004689,-2.901449
633;1;Cajeros Automáticos;-79.010375,-2.893286
634;1;Cajeros Automáticos;-79.001806,-2.899708
635;1;Cajeros Automáticos;-78.991489,-2.891989
636;1;Cajeros Automáticos;-78.987133,-2.888903
637;1;Cajeros Automáticos;-78.975508,-2.880739
638;1;Cajeros Automáticos;-78.987546,-2.888486
639;1;Cajeros Automáticos;-79.010406,-2.906017
640;1;Cajeros Automáticos;-78.996887,-2.913848
641;1;Cajeros Automáticos;-79.016998,-2.920693
642;1;Cajeros Automáticos;-79.024971,-2.893825
643;1;Cajeros Automáticos;-79.025403,-2.895557
644;1;Cajeros Automáticos;-79.024445,-2.891502
645;1;Cajeros Automáticos;-79.005377,-2.883533
646;1;Cajeros Automáticos;-79.003452,-2.903318
647;1;Cajeros Automáticos;-79.003198,-2.898271
648;1;Cajeros Automáticos;-79.958639,-3.25796
649;1;Cajeros Automáticos;-79.495473,-3.144108
650;1;Cajeros Automáticos;-79.9599,-3.261863
651;1;Cajeros Automáticos;-79.945588,-3.271059
652;1;Cajeros Automáticos;-79.957417,-3.260663
653;1;Cajeros Automáticos;-79.972111,-3.253188
654;1;Cajeros Automáticos;-79.932127,-3.280658
655;1;Cajeros Automáticos;-79.960382,-3.257459
656;1;Cajeros Automáticos;-79.202809,-4.012381
657;1;Cajeros Automáticos;-79.202215,-3.996085
658;1;Cajeros Automáticos;-79.200047,-3.996128
659;1;Cajeros Automáticos;-79.201272,-3.997054
660;1;Cajeros Automáticos;-79.201278,-3.996418
661;1;Cajeros Automáticos;-79.205099,-3.995634
662;1;Cajeros Automáticos;-78.847443,-2.738588
663;1;Cajeros Automáticos;-78.847914,-2.751442
664;1;Cajeros Automáticos;-78.779449,-2.890129
665;1;Cajeros Automáticos;-79.204376,-3.980891
666;1;Cajeros Automáticos;-79.807329,-3.327313
667;1;Cajeros Automáticos;-79.960402,-3.448156
668;1;Cajeros Automáticos;-79.341548,-2.424693
669;1;Cajeros Automáticos;-78.93851,-2.559296
670;1;Cajeros Automáticos;-79.898117,-3.295642
671;1;Cajeros Automáticos;-79.898117,-3.295642
672;1;Cajeros Automáticos;-78.761086,-3.835593
1;2;Cajeros Multifunción;-79.880057,-2.191264
2;2;Cajeros Multifunción;-79.907486,-2.172754
3;2;Cajeros Multifunción;-79.88074,-2.197567
4;2;Cajeros Multifunción;-79.890945,-2.222112
5;2;Cajeros Multifunción;-79.900446,-2.170346
6;2;Cajeros Multifunción;-79.901256,-2.135942
7;2;Cajeros Multifunción;-79.891858,-2.155577
8;2;Cajeros Multifunción;-79.881385,-2.193997
9;2;Cajeros Multifunción;-79.893705,-2.18799
10;2;Cajeros Multifunción;-79.890362,-2.188624
11;2;Cajeros Multifunción;-79.879053,-2.14274
12;2;Cajeros Multifunción;-79.898148,-2.169064
13;2;Cajeros Multifunción;-79.898277,-2.228718
14;2;Cajeros Multifunción;-79.863035,-2.144276
15;2;Cajeros Multifunción;-79.916434,-2.168734
16;2;Cajeros Multifunción;-79.942275,-2.176627
17;2;Cajeros Multifunción;-79.864318,-2.141858
18;2;Cajeros Multifunción;-79.900618,-2.120648
19;2;Cajeros Multifunción;-79.909032,-2.140277
20;2;Cajeros Multifunción;-79.89411,-2.242111
21;2;Cajeros Multifunción;-79.825559,-2.177395
22;2;Cajeros Multifunción;-79.995447,-2.181622
23;2;Cajeros Multifunción;-79.914101,-2.050254
24;2;Cajeros Multifunción;-79.874824,-2.054305
25;2;Cajeros Multifunción;-79.87457,-2.099402
26;2;Cajeros Multifunción;-79.593017,-2.128739
27;2;Cajeros Multifunción;-79.466245,-1.025279
28;2;Cajeros Multifunción;-79.532323,-1.797661
29;2;Cajeros Multifunción;-80.451094,-1.057973
30;2;Cajeros Multifunción;-80.423845,-0.610883
31;2;Cajeros Multifunción;-80.910869,-2.221484
32;2;Cajeros Multifunción;-80.712813,-0.950849
33;2;Cajeros Multifunción;-80.465126,-1.048528
34;2;Cajeros Multifunción;-80.859218,-2.226305
35;2;Cajeros Multifunción;-79.593995,-2.136325
36;2;Cajeros Multifunción;-80.705985,-0.967157
37;2;Cajeros Multifunción;-80.920857,-2.227597
38;2;Cajeros Multifunción;-79.520886,-1.806873
39;2;Cajeros Multifunción;-80.73221,-0.942016
40;2;Cajeros Multifunción;-78.488879,-0.200096
41;2;Cajeros Multifunción;-78.48473,-0.17812
42;2;Cajeros Multifunción;-78.494295,-0.131803
43;2;Cajeros Multifunción;-78.493292,-0.202764
44;2;Cajeros Multifunción;-78.474205,-0.141885
45;2;Cajeros Multifunción;-78.449543,-0.308239
46;2;Cajeros Multifunción;-78.436088,-0.199142
47;2;Cajeros Multifunción;-78.528915,-0.238672
48;2;Cajeros Multifunción;-78.490581,-0.103746
49;2;Cajeros Multifunción;-78.497516,-0.161866
50;2;Cajeros Multifunción;-78.475022,-0.168051
51;2;Cajeros Multifunción;-78.521349,-0.250122
52;2;Cajeros Multifunción;-78.480385,-0.176375
53;2;Cajeros Multifunción;-78.425722,-0.206761
54;2;Cajeros Multifunción;-78.478952,-0.156004
55;2;Cajeros Multifunción;-78.452934,-0.108174
56;2;Cajeros Multifunción;-78.450809,-0.327207
57;2;Cajeros Multifunción;-78.543219,-0.284962
58;2;Cajeros Multifunción;-78.537079,-0.267653
59;2;Cajeros Multifunción;-78.487502,-0.188629
60;2;Cajeros Multifunción;-78.492413,-0.175033
61;2;Cajeros Multifunción;-78.628158,-1.241729
62;2;Cajeros Multifunción;-79.161886,-0.249673
63;2;Cajeros Multifunción;-78.651062,-1.670841
64;2;Cajeros Multifunción;-78.627717,-1.264595
65;2;Cajeros Multifunción;-79.181079,-0.258393
66;2;Cajeros Multifunción;-78.648135,-1.660621
67;2;Cajeros Multifunción;-78.624817,-0.926913
68;2;Cajeros Multifunción;-79.002136,-2.898492
69;2;Cajeros Multifunción;-78.991489,-2.891989
70;2;Cajeros Multifunción;-79.010406,-2.906017
71;2;Cajeros Multifunción;-79.016998,-2.920693
72;2;Cajeros Multifunción;-78.976211,-2.896715
73;2;Cajeros Multifunción;-79.005377,-2.883533
74;2;Cajeros Multifunción;-79.003452,-2.903318
75;2;Cajeros Multifunción;-79.957417,-3.260663
76;2;Cajeros Multifunción;-79.200047,-3.996128
77;2;Cajeros Multifunción;-79.960402,-3.448156
78;2;Cajeros Multifunción;-79.898117,-3.295642
673;3;Oficinas;-79.53234529,-1.797693827
674;3;Oficinas;-79.54593068,-1.814042306
675;3;Oficinas;-80.09287274,-0.6983563677
676;3;Oficinas;-79.9809643,-1.86331453
677;3;Oficinas;-79.8744458,-2.054522
678;3;Oficinas;-79.91452796,-2.049561276
679;3;Oficinas;-79.91452796,-2.049561276
680;3;Oficinas;-79.99827921,-1.878959525
681;3;Oficinas;-79.84172006,-2.168087245
682;3;Oficinas;-79.84176834,-2.168210539
683;3;Oficinas;-79.8259052,-2.177783092
684;3;Oficinas;-79.6379776,-1.043985431
685;3;Oficinas;-79.40581083,-2.329701627
686;3;Oficinas;-79.88997304,-2.188852582
687;3;Oficinas;-79.885943,-2.192944687
688;3;Oficinas;-79.9280491,-2.158669358
689;3;Oficinas;-79.91674533,-2.168774374
690;3;Oficinas;-79.901563,-2.135644017
691;3;Oficinas;-79.90154155,-2.135799477
692;3;Oficinas;-79.8874414,-2.158125637
693;3;Oficinas;-79.94088344,-2.177368284
694;3;Oficinas;-79.884022,-2.199762265
695;3;Oficinas;-79.88098907,-2.197297812
696;3;Oficinas;-79.88563687,-2.190359524
697;3;Oficinas;-79.89082423,-2.222129886
698;3;Oficinas;-79.88737703,-2.157246497
699;3;Oficinas;-79.90851593,-2.140009642
700;3;Oficinas;-79.99538805,-2.181673052
701;3;Oficinas;-79.8916719,-2.155727119
702;3;Oficinas;-79.89819837,-2.229163017
703;3;Oficinas;-79.89202262,-2.181047445
704;3;Oficinas;-79.93614737,-2.100443334
705;3;Oficinas;-79.94102828,-2.177346842
706;3;Oficinas;-79.88124914,-2.194059668
707;3;Oficinas;-79.89950175,-2.171342839
708;3;Oficinas;-79.92615493,-2.199420372
709;3;Oficinas;-79.90680326,-2.276917416
710;3;Oficinas;-79.89798301,-2.229158534
711;3;Oficinas;-79.9006464,-2.120502951
712;3;Oficinas;-79.89838243,-2.16941129
713;3;Oficinas;-79.93326246,-2.114748053
714;3;Oficinas;-79.87923804,-2.143111106
715;3;Oficinas;-79.875074,-2.0994192
716;3;Oficinas;-79.90747876,-2.17267912
717;3;Oficinas;-79.87993308,-2.191294871
718;3;Oficinas;-80.58026123,-1.34890914
719;3;Oficinas;-80.90831619,-2.22145276
720;3;Oficinas;-80.92135268,-2.226159885
721;3;Oficinas;-80.72392336,-0.9442307314
722;3;Oficinas;-80.732872,-0.9422363
723;3;Oficinas;-80.72392336,-0.9442307314
724;3;Oficinas;-80.70689123,-0.966101891
725;3;Oficinas;-79.59301758,-2.128739834
726;3;Oficinas;-79.59500885,-2.135506645
727;3;Oficinas;-79.46416008,-2.16763991
728;3;Oficinas;-80.38887787,-2.635088682
729;3;Oficinas;-80.45106137,-1.058196888
730;3;Oficinas;-80.46585095,-1.048115583
731;3;Oficinas;-79.46813898,-1.010074257
732;3;Oficinas;-79.4662894,-1.02531581
733;3;Oficinas;-80.97328551,-2.205463185
734;3;Oficinas;-79.86284328,-2.14413851
735;3;Oficinas;-79.863671,-2.137802834
736;3;Oficinas;-79.86464733,-2.140483174
737;3;Oficinas;-80.86607453,-2.216149414
738;3;Oficinas;-80.8587413,-2.227483984
739;3;Oficinas;-80.42427614,-0.6109466681
740;3;Oficinas;-80.23500414,-0.7858253988
741;3;Oficinas;-79.46039581,-1.441709518
742;3;Oficinas;-79.75344849,-1.556271672
743;3;Oficinas;-79.00415272,-2.904054848
744;3;Oficinas;-79.95736921,-3.261091804
745;3;Oficinas;-79.00213623,-2.898492575
746;3;Oficinas;-79.20024109,-3.996320963
747;3;Oficinas;-78.84657228,-2.736480597
748;3;Oficinas;-78.99155426,-2.892010689
749;3;Oficinas;-79.00921631,-2.906539202
750;3;Oficinas;-79.01465464,-2.919011369
751;3;Oficinas;-79.02490664,-2.893503838
752;3;Oficinas;-78.77693176,-2.89020896
753;3;Oficinas;-79.20437622,-3.980891943
754;3;Oficinas;-79.80761957,-3.326895414
755;3;Oficinas;-79.96063805,-3.44807127
756;3;Oficinas;-79.34185457,-2.424602853
757;3;Oficinas;-78.9378342,-2.559112007
758;3;Oficinas;-78.97706079,-2.897409625
759;3;Oficinas;-79.94239235,-3.271567811
760;3;Oficinas;-79.94291806,-3.270239603
761;3;Oficinas;-79.0381913,-2.86669667
762;3;Oficinas;-79.00311279,-2.898250103
763;3;Oficinas;-78.49314594,-0.1743059315
764;3;Oficinas;-78.4888,-0.201022
765;3;Oficinas;-78.62815857,-1.241729975
766;3;Oficinas;-78.4856,-0.177699
767;3;Oficinas;-78.62145996,-1.236611962
768;3;Oficinas;-78.84668732,-2.20428133
769;3;Oficinas;-78.503,-0.213982
770;3;Oficinas;-78.4938,-0.13255
771;3;Oficinas;-78.4785,-0.11137
772;3;Oficinas;-79.16089964,-0.2497052905
773;3;Oficinas;-79.16225147,-0.2495872744
774;3;Oficinas;-78.65106201,-1.670841098
775;3;Oficinas;-78.4935,-0.202187
776;3;Oficinas;-78.4743,-0.141822
777;3;Oficinas;-78.61449432,-0.9340432286
778;3;Oficinas;-78.4521,-0.307063
779;3;Oficinas;-78.437,-0.198608
780;3;Oficinas;-78.476,-0.09081
781;3;Oficinas;-78.62807895,-1.265134859
782;3;Oficinas;-78.4933,-0.191653
783;3;Oficinas;-78.5289,-0.2382
784;3;Oficinas;-78.4901,-0.102608
785;3;Oficinas;-78.4967,-0.160541
786;3;Oficinas;-78.58809662,-1.043743491
787;3;Oficinas;-78.4762,-0.16933
788;3;Oficinas;-78.539,-0.292385
789;3;Oficinas;-78.4788,-0.176754
790;3;Oficinas;-79.00202179,-1.591883659
791;3;Oficinas;-79.18157506,-0.2579295996
792;3;Oficinas;-78.4876,-0.187939
793;3;Oficinas;-78.4845,-0.169248
794;3;Oficinas;-78.42628665,-0.2070726331
795;3;Oficinas;-78.48266,-0.1416
796;3;Oficinas;-78.454811,-0.109591
797;3;Oficinas;-78.511642,-0.218869
798;3;Oficinas;-78.4509201,-0.3268610537
799;3;Oficinas;-78.5434,-0.283275
800;3;Oficinas;-78.66301727,-1.661576033
801;3;Oficinas;-78.62293081,-1.227549491
802;3;Oficinas;-78.00545775,-1.486501061
803;3;Oficinas;-78.56944275,-0.5141723156
804;3;Oficinas;-78.64513193,-1.654337532
805;3;Oficinas;-78.54311371,-1.329201818
806;3;Oficinas;-78.92012787,-2.289477587
807;3;Oficinas;-78.6252203,-0.9273696632
808;3;Oficinas;-78.48529612,-0.205006983
809;3;Oficinas;-78.53804016,-0.2667650878
810;3;Oficinas;-78.48736,-0.1895751711
811;3;Oficinas;-76.9861145,-0.4714861512
812;3;Oficinas;-78.4846,-0.173679
